StreetNumber,StreetName,City,StateOrProvince,CountyOrParish,PostalCode,ClosePrice,ElementarySchool,MiddleSchool,HighSchool,SubdComplex,Stories,UpperBedrooms,UpperFullBaths,UpperHalfBaths,MainBedrooms,MainFullBaths,MainHalfBaths,LowerBedrooms,LowerFullBaths,LowerHalfBaths,ParkingDesc,BasementDesc,FireplacesNum,PoolonProperty,YearBuilt,Exterior,SqFtTotal,AssociationFee,CloseDate,CDOM
290,Connecticut,Atlanta,Georgia,Dekalb,30307,545000,Lin,Inman,Grady,Lake Claire,2 Stories,3,2,0,0,0,1,0,0,0,Driveway,Slab/None,1,None,2000,"Deck, Fenced Yard, Front Porch, Gas Grill, Patio, Prof Landscaping",2017,0,12/26/2014,25
565,Harold,Atlanta,Georgia,Dekalb,30307,545000,Lin,Inman,Grady,Lake Claire,2 Stories,2,1,0,2,1,0,0,0,0,Driveway,"Finished, Interior Entry, Partial",0,None,1996,"Front Porch, Garden Area, Patio",1752,0,6/8/2015,4
499,Moreland,Atlanta,Georgia,Dekalb,30307,544000,Lin,Inman,Grady,Moreland Ave,,3,3,0,0,0,1,0,0,0,"2 Car Garage, Attached, Auto Garage Door, Deeded","Bath/Stubbed, Daylight, Driveway Access, Finished, Full, Unfinished",1,,2003,"Deck, Irrigation System, Prof Landscaping, Satellite Dish, Walk out balcony",2927,175,6/19/2014,79
380,Candler Park,Atlanta,Georgia,Dekalb,30307,543000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"Attached, Driveway, Parking Pad, Side/Rear Entry","Daylight, Exterior Entry, Partial",4,None,1910,"Deck, Front Porch, Wrap-Around Porch",2249,0,10/25/2013,121
322,Clifton,Atlanta,Georgia,Dekalb,30307,543000,Lin,Inman,Grady,None,1 Story,0,0,0,3,2,0,0,0,0,None,Crawl Space,1,None,1930,"Fenced Yard, Front Porch, Irrigation System",1718,0,4/28/2016,5
314,Elmira,Atlanta,Georgia,Dekalb,30307,540000,Lin,Inman,Grady,Candler Park,2 Or + Stories,4,2,0,1,1,1,0,0,0,"Driveway, Kitchen Level, Side/Rear Entry, Storage Room",Interior Entry,6,None,1920,"Deck, Fenced Yard, Front Porch, Garden Area, Hot Tub/Spa, Out-Buildings, Patio, Prof Landscaping",3230,0,5/8/2012,364
1719,McLendon,Atlanta,Georgia,Dekalb,30307,539900,Lin,Inman,Grady,"Lake Claire, Candler Park",1 Story,0,0,0,3,2,0,0,1,0,"Driveway, Kitchen Level, Parking Pad","Bath, Daylight, Exterior Entry, Partial",2,None,1920,Deck,2136,0,9/12/2013,19
344,Elmira,Atlanta,Georgia,Dekalb,30307,539900,Lin,Inman,Grady,Candler Park,2 Stories,1,1,0,3,2,0,0,0,0,"2 Car Carport, Driveway, Detached",Crawl Space,1,None,1910,"Garden Area, Patio",3051,0,2/25/2016,199
632,Hardendorf,Atlanta,Georgia,Dekalb,30307,535000,Lin,Inman,Grady,Candler Park/Lake Claire,2 Or + Stories,1,1,0,3,1,0,0,0,0,"Driveway, Kitchen Level, Street","Exterior Entry, Partial",1,None,1930,"Deck, Fenced Yard, Garden Area, Irrigation System, Patio, Prof Landscaping",2325,,4/15/2013,54
352,Oakdale,Atlanta,Georgia,Dekalb,30307,535000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,4,3,0,0,0,0,"1 Car Carport, Parking Pad",Crawl Space,1,None,1900,"Deck, Front Porch, Garden Area",0,0,4/16/2013,45
2060,Palifox,Atlanta,Georgia,Dekalb,30307,535000,Lin,Inman,Grady,Lake Claire,1 & 1/2 Stories,2,1,0,1,1,0,0,0,0,"Driveway, Side/Rear Entry","Partial, Unfinished",1,None,1935,"Fenced Yard, Garden Area, Patio",2003,0,8/14/2014,40
621,Page,Atlanta,Georgia,Dekalb,30307,535000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,Driveway,"Daylight, Driveway Access, Exterior Entry, Interior Entry, Partial",1,None,1930,"Deck, Fenced Yard, Patio, Pool Screened/Enclosed",0,0,6/12/2015,12
463,Euclid,Atlanta,Georgia,Dekalb,30307,535000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,1,0,0,0,"2 Car Carport, Driveway, Kitchen Level, Side/Rear Entry",Crawl Space,3,None,1910,"Front Porch, Garden Area, Out-Buildings, Patio, Wrap-Around Porch",1857,0,7/7/2015,7
249,JOSEPHINE,Atlanta,Georgia,Dekalb,30307,534850,Lin,Inman,Grady,Candler Park,2 Stories,4,3,0,1,1,0,0,0,0,"Driveway, Parking Pad","Crawl Space, Exterior Entry, Partial",1,None,2014,"Deck, Fenced Yard, Front Porch, Out-Buildings, Patio",2752,0,12/23/2015,208
1993,Tuxedo,Atlanta,Georgia,Dekalb,30307,533500,Lin,Inman,Grady,Lake Claire,2 Stories,2,0,0,2,2,0,0,0,0,"1 Car Garage, Auto Garage Door, Driveway, Kitchen Level","Interior Entry, Unfinished",2,None,1945,"1-2 Step Entry, Garden Area, Out-Buildings, Patio, Prof Landscaping",2018,0,2/27/2015,60
327,Sutherland,Atlanta,Georgia,Dekalb,30307,533200,Lin,Inman,Grady,Sutherland Place Lake Clair,2 Stories,3,3,0,0,0,1,0,0,0,"2 Car Garage, Attached, Auto Garage Door, Side/Rear Entry",Slab/None,1,None,2004,"Fenced Yard, Front Porch, Irrigation System, Patio, Prof Landscaping",2420,0,5/23/2014,55
340,Lake Claire,Atlanta,Georgia,Dekalb,30307,532000,Lin,Inman,Grady,Lake Claire,2 Stories,3,2,0,1,1,0,0,0,0,"1 Car Garage, Attached, Auto Garage Door, Parking Pad",Slab/None,1,None,1993,"Fenced Yard, Front Porch, Garden Area, Prof Landscaping, Patio, Wrap-Around Porch",2310,0,6/10/2015,11
469,Sterling,Atlanta,Georgia,Dekalb,30307,530000,Lin,Inman,Grady,Candler Park,2 Stories,0,0,0,3,2,0,1,1,0,Driveway,"Bath, Daylight, Exterior Entry, Finished, Interior Entry, Driveway Access",1,None,1913,"Fenced Yard, Front Porch",2673,0,5/11/2015,36
1800,Delaware,Atlanta,Georgia,Dekalb,30307,529000,Lin,Inman,Grady,Lake Claire Candler Park,2 Or + Stories,2,1,0,2,2,0,0,0,0,"2 Car Garage, Attached, Driveway, Storage Room","Driveway Access, Full, Interior Entry",1,None,1941,"Deck, Fenced Yard, Patio, Prof Landscaping",0,,5/14/2012,250
571,Oakdale,Atlanta,Georgia,Dekalb,30307,529000,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,2,1,0,1,1,1,0,0,0,"1 Car Garage, Auto Garage Door, Driveway, Side/Rear Entry",Crawl Space,2,None,1948,"Deck, Fenced Yard, Garden Area, Patio, Prof Landscaping",2195,0,6/11/2013,3
426,Clifton,Atlanta,Georgia,Dekalb,30307,527000,Lin,Inman,Grady,CANDLER PARK,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Side/Rear Entry","Daylight, Exterior Entry, Full",0,None,1925,"Deck, Fenced Yard, Front Porch, Garden Area",2109,0,9/28/2012,92
341,Oakdale,Atlanta,Georgia,Dekalb,30307,527000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"2 Car Garage, Kitchen Level, Side/Rear Entry",Crawl Space,2,None,1910,"Deck, Fenced Yard, Front Porch",1908,0,12/6/2013,6
1320,North,Atlanta,Georgia,Dekalb,30307,525000,Lin,Inman,Grady,CANDLER PARK,2 Stories,0,0,0,2,1,1,1,1,0,"1 Car Garage, 2 Car Carport, Auto Garage Door, Parking Pad","Daylight, Exterior Entry, Finished, Full, Interior Entry",1,None,1915,Front Porch,0,0,12/10/2012,2
1197,Mansfield,Atlanta,Georgia,Dekalb,30307,525000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,1,0,1,1,0,"2 Car Garage, Detached, Driveway","Bath, Daylight, Exterior Entry, Finished, Interior Entry",2,None,1919,"Fenced Yard, Front Porch, Out-Buildings",1732,0,12/18/2014,1
355,Josephine,Atlanta,Georgia,Dekalb,30307,525000,Lin,Inman,Grady,Candler Park,2 Stories,3,2,0,0,0,1,0,0,0,"Driveway, Kitchen Level, Parking Pad",Crawl Space,1,None,1920,"Deck, Fenced Yard, Front Porch, Garden Area, Guest House, Out-Buildings, Patio",2008,0,3/13/2015,25
443,Ridgewood,Atlanta,Georgia,Dekalb,30307,525000,Lin,Inman,Grady,Lake Claire,2 Stories,2,1,0,1,1,0,0,0,0,"1 Car Garage, Detached, Driveway","Exterior Entry, Interior Entry, Partial, Unfinished",1,None,1940,1-2 Step Entry,1773,0,5/22/2015,2
572,Hardendorf,Atlanta,Georgia,Dekalb,30307,525000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"1 Car Carport, Side/Rear Entry","Exterior Entry, Unfinished",1,None,1925,"Deck, Fenced Yard, Front Porch, Garden Area",2068,0,1/14/2016,62
586,HAROLD,Atlanta,Georgia,Dekalb,30307,524000,Lin,Inman,Grady,LAKE CLAIRE,2 Stories,3,2,0,1,1,0,0,0,0,"2 Car Garage, Attached, Drive Under Main Level, Driveway",Interior Entry,1,None,1993,Front Porch,2179,0,7/24/2013,2
353,Oakdale,Atlanta,Georgia,Dekalb,30307,524000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Parking Pad, Side/Rear Entry",Crawl Space,3,None,1910,"Fenced Yard, Front Porch, Irrigation System, Patio, Wrap-Around Porch",2316,0,10/23/2014,3
1879,Gordon,Atlanta,Georgia,Dekalb,30307,522000,Lin,Inman,Grady,Sutherland Place Lake Claire,,3,2,0,0,0,1,1,1,0,"1-2 Step Entry, 2 Car Garage, Attached, Side/Rear Entry","Bath, Daylight, Exterior Entry, Full, Interior Entry",2,,2003,"1-2 Step Entry, Outdoor Fireplace, Walk out courtyard",2494,100,5/20/2013,7
429,Sterling,Atlanta,Georgia,Dekalb,30307,521000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,3,0,0,0,0,"Driveway, Side/Rear Entry","Exterior Entry, Partial",4,None,1920,"Deck, Front Porch, Garden Area, Patio",2200,0,11/8/2012,80
469,Candler,Atlanta,Georgia,Dekalb,30307,520000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, None",Crawl Space,2,None,1928,"Deck, Fenced Yard, Front Porch",1773,0,9/30/2014,35
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,519900,Lin,Inman,Grady,Axis Townhomes,,2,2,0,0,0,1,1,1,0,Auto Garage Door,Slab/None,0,,2015,"Cov/Enclosed Porch, Deck, Prof Landscaping, 1-2 Step Entry",2310,200,3/8/2016,0
2001,Howard,Atlanta,Georgia,Dekalb,30307,519000,Lin,Inman,Grady,Lake Claire,2 Stories,1,1,0,2,1,0,0,0,0,2 Car Carport,Slab/None,1,None,1986,Prof Landscaping,1994,0,5/10/2016,20
1616,McLendon,Atlanta,Georgia,Dekalb,30307,518500,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,4,2,0,0,0,0,"Driveway, Kitchen Level","Daylight, Exterior Entry, Interior Entry",1,None,1930,"Fenced Yard, Garden Area",1518,0,10/3/2013,1
347,Josephine,Atlanta,Georgia,Dekalb,30307,517500,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"Detached, Driveway",Crawl Space,2,None,1920,"Fenced Yard, Front Porch",2280,0,3/21/2014,44
1287,Mclendon,Atlanta,Georgia,Dekalb,30307,515000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"2 Car Carport, Kitchen Level","Interior Entry, Partial, Unfinished",1,None,1920,"1-2 Step Entry, Fenced Yard, Front Porch, Prof Landscaping",2007,,1/30/2014,2
2018,Tuxedo,Atlanta,Georgia,Dekalb,30307,515000,Lin,Inman,Grady,Lake Claire,1 & 1/2 Stories,1,1,0,2,1,0,0,0,0,"Driveway, Kitchen Level, Side/Rear Entry",Crawl Space,0,None,1920,"Deck, Front Porch, Garden Area, Patio",1728,0,9/5/2014,9
435,Clifton,Atlanta,Georgia,Dekalb,30307,515000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Parking Pad",Partial,2,None,1930,"Fenced Yard, Patio",1590,0,5/26/2016,3
481,Page,Atlanta,Georgia,Dekalb,30307,514585,Lin,Inman,Grady,CANDLER PARK,1 & 1/2 Stories,0,0,0,3,2,0,0,0,0,"2 Car Garage, Detached, Parking Pad, Side/Rear Entry","Crawl Space, Interior Entry, Unfinished",1,None,1930,"1-2 Step Entry, Deck, Fenced Yard, Front Porch, Garden Area, Patio, Prof Landscaping",1404,0,8/21/2014,9
521,Page,Atlanta,Georgia,Dekalb,30307,512000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"1 Car Garage, Driveway","Interior Entry, Partial",1,None,1920,"Fenced Yard, Front Porch, Out-Buildings, Patio",1642,0,6/17/2015,19
1333,Mclendon,Atlanta,Georgia,Dekalb,30307,511900,Lin,Inman,Grady,Candler Park,2 Stories,0,0,0,2,2,0,1,1,0,"3 Car Garage, Drive Under Main Level, Driveway, Side/Rear Entry","Bath, Daylight, Finished, Interior Entry",2,None,1921,"Deck, Fenced Yard, Front Porch, Garden Area",1407,0,7/11/2013,6
401,Claire,Atlanta,Georgia,Dekalb,30307,510500,Lin,Inman,Grady,Lake Claire,1 & 1/2 Stories,1,1,0,2,1,0,0,0,0,"1 Car Garage, Driveway, Kitchen Level, Side/Rear Entry","Daylight, Driveway Access, Exterior Entry, Full, Interior Entry",2,None,1930,"Deck, Fenced Yard, Garden Area, Irrigation System, Patio, Prof Landscaping",2600,0,11/30/2012,205
472,Ridgewood,Atlanta,Georgia,Dekalb,30307,510000,Lin,Inman,Grady,Lake Claire,1 & 1/2 Stories,1,1,0,2,1,0,0,0,0,Driveway,"Interior Entry, Unfinished",1,None,1940,"Deck, Front Porch, Garden Area",1806,0,5/16/2014,2
1312,Axis,Atlanta,Georgia,Dekalb,30307,509900,Lin,Inman,Grady,Axis,,2,2,0,0,0,1,1,1,0,Auto Garage Door,Slab/None,0,,2015,"Cov/Enclosed Porch, Deck, Prof Landscaping, 1-2 Step Entry",2310,200,2/8/2016,104
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,509900,Lin,Inman,Grady,Axis,,2,2,0,0,0,1,1,1,0,Auto Garage Door,Slab/None,0,,2015,Fenced Yard,2310,200,3/24/2016,77
1314,AXIS,Atlanta,Georgia,Dekalb,30307,509900,Lin,Inman,Grady,Axis,,2,2,0,0,0,1,1,1,0,Auto Garage Door,Slab/None,0,,2015,"Cov/Enclosed Porch, Fenced Yard, Prof Landscaping, 1-2 Step Entry",2310,200,3/1/2016,133
1304,Iverson,Atlanta,Georgia,Dekalb,30307,509815,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,2,1,0,"Detached, Driveway","Bath, Finished",0,None,1925,"Deck, Fenced Yard, Front Porch",3000,0,5/31/2013,40
302,CONNECTICUT,Atlanta,Georgia,Dekalb,30307,505000,Lin,Inman,Grady,LAKE CLAIRE,2 Stories,3,2,0,2,1,0,0,0,0,"2 Car Garage, Attached, Auto Garage Door, Kitchen Level",Crawl Space,0,None,1971,"Deck, Fenced Yard, Out-Buildings",3248,0,5/24/2013,28
1241,Euclid,Atlanta,Georgia,Dekalb,30307,505000,Lin,Inman,Grady,Candler Park,2 Stories,1,1,0,2,1,0,0,0,0,"Driveway, Parking Pad, Side/Rear Entry","Interior Entry, Partial",2,None,1910,"Deck, Fenced Yard, Front Porch, Garden Area, Out-Buildings, Patio, Prof Landscaping",2499,0,6/14/2013,43
465,Candler,Atlanta,Georgia,Dekalb,30307,505000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"1-2 Step Entry, Driveway",Slab/None,0,None,1925,"1-2 Step Entry, Front Porch, Garden Area, Other",1415,0,5/28/2014,1
1633,Clifton,Atlanta,Georgia,Dekalb,30307,505000,Lin,Inman,Grady,Candler Park Lake Claire,2 Stories,1,1,0,3,2,0,0,0,0,Driveway,Partial,0,None,1926,"Front Porch, Patio",2406,0,2/13/2015,115
1490,Iverson,Atlanta,Georgia,Dekalb,30307,505000,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,0,0,0,3,2,0,0,0,0,"Parking Pad, Street","Crawl Space, Interior Entry",2,None,1915,"Deck, Fenced Yard, Front Porch",2521,0,5/31/2016,4
576,Oakdale,Atlanta,Georgia,Dekalb,30307,500000,Lin,Inman,Grady,Candler Park,2 Stories,2,1,0,1,1,1,0,0,0,2 Car Carport,"Exterior Entry, Full, Interior Entry, Unfinished",1,None,1940,"Deck, Fenced Yard",2358,0,7/9/2014,6
606,Clifton,Atlanta,Georgia,Dekalb,30307,500000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,1,0,0,0,"1 Car Garage, Driveway, Detached","Exterior Entry, Interior Entry, Driveway Access, Unfinished",1,None,1925,"Deck, Front Porch, 1-2 Step Entry",1680,0,6/5/2015,3
1419,Mclendon,Atlanta,Georgia,Dekalb,30307,499900,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,0,0,0,3,2,0,0,0,0,"Driveway, Parking Pad",Crawl Space,4,None,1910,"Deck, Fenced Yard, Front Porch",1812,,9/27/2012,3
449,Sterling,Atlanta,Georgia,Dekalb,30307,499900,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,1,1,0,2,1,0,0,0,0,"1 Car Garage, Auto Garage Door, Detached, Driveway","Exterior Entry, Interior Entry, Partial, Unfinished",1,None,1920,"Deck, Fenced Yard, Prof Landscaping, Satellite Dish",1816,0,2/25/2014,4
441,LEONARDO,Atlanta,Georgia,Dekalb,30307,499150,Lin,Inman,Grady,LAKE CLAIRE,2 Stories,3,2,0,1,1,0,0,0,0,"1 Car Carport, 2 Car Garage, Auto Garage Door, Parking Pad","Crawl Space, Slab/None",1,None,1940,"Deck, Fenced Yard, Front Porch, Patio, Satellite Dish",2107,0,3/29/2012,248
522,Lakeshore,Atlanta,Georgia,Dekalb,30307,499000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,1,1,0,"1 Car Garage, Drive Under Main Level","Bath, Daylight, Exterior Entry, Finished, Full, Driveway Access",0,None,1927,"Deck, Garden Area",1807,0,3/29/2016,14
1305,Axis,Atlanta,Georgia,Dekalb,30307,499000,Lin,Inman,Grady,Axis,,2,2,0,0,0,1,1,1,0,"2 Car Garage, Auto Garage Door, Drive Under Main Level",Slab/None,0,,2015,"Deck, Prof Landscaping, Walk out balcony",2310,180,7/15/2016,23
1675,Ponce,Atlanta,Georgia,Dekalb,30307,498500,Lin,Inman,Grady,Paradiso,,3,2,0,1,1,1,0,0,0,"2 Car Garage, Attached, Auto Garage Door, Storage Room","Crawl Space, Exterior Entry",1,,1988,"Fenced Yard, Patio, Private Backyard, Prof Landscaping, Satellite Dish, Walk out courtyard",2880,260,8/28/2012,64
1787,McLendon,Atlanta,Georgia,Dekalb,30307,497000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Parking Pad","Interior Entry, Partial",1,None,1923,"Deck, Fenced Yard, Front Porch, Garden Area, Out-Buildings, Prof Landscaping",1825,0,7/18/2014,0
401,Sutherland,Atlanta,Georgia,Dekalb,30307,496250,Lin,Inman,Grady,Sutherland Place,2 Stories,3,2,0,0,0,1,0,0,0,"2 Car Garage, Kitchen Level, Side/Rear Entry, Street",Slab/None,2,None,2004,"Fenced Yard, Front Porch, Garden Area, Other, Patio, Prof Landscaping",2584,,2/15/2013,151
365,Glendale,Atlanta,Georgia,Dekalb,30307,495000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"2 Car Garage, Detached, Driveway",Crawl Space,0,None,1925,"Fenced Yard, Front Porch, Garden Area, Out-Buildings",0,,6/28/2013,66
443,Sterling,Atlanta,Georgia,Dekalb,30307,494000,Lin,Inman,Grady,Candler Park,2 Stories,1,1,0,2,1,0,0,0,0,"Driveway, Kitchen Level, Side/Rear Entry","Daylight, Interior Entry, Partial",1,None,1920,"Deck, Fenced Yard",2290,0,6/15/2015,41
234,Hampton,Atlanta,Georgia,Dekalb,30307,493500,Lin,Inman,Grady,Lake Claire,2 Stories,3,1,0,0,1,0,0,0,0,"Driveway, Parking Pad, Side/Rear Entry, Street",Crawl Space,3,None,1915,"Fenced Yard, Front Porch, Garden Area, Patio, Wrap-Around Porch",2260,0,8/28/2015,27
460,Claire,Atlanta,Georgia,Dekalb,30307,492500,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,4,2,0,0,0,0,"Driveway, Kitchen Level","Exterior Entry, Full",1,None,1935,Deck,1991,0,1/7/2013,28
440,Candler,Atlanta,Georgia,Dekalb,30307,491000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"1 Car Garage, Driveway","Crawl Space, Exterior Entry",2,None,1910,"Fenced Yard, Front Porch, Garden Area, Out-Buildings",1705,0,2/8/2012,5
340,Connecticut,Atlanta,Georgia,Dekalb,30307,490500,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,"1 Car Garage, Driveway",Crawl Space,0,None,1940,"Fenced Yard, Front Porch, Garden Area, Out-Buildings",0,0,6/14/2016,7
460,Euclid,Atlanta,Georgia,Dekalb,30307,490000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,1,0,0,0,"1 Car Carport, Parking Pad, Street","Crawl Space, Daylight, Finished",1,None,1910,Carriage House,2015,0,9/14/2015,26
1291,Mclendon,Atlanta,Georgia,Dekalb,30307,488000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"Parking Pad, Side/Rear Entry",Crawl Space,4,None,1917,"Fenced Yard, Front Porch, Garden Area, Hot Tub/Spa",1810,0,12/4/2013,33
311,Josephine,Atlanta,Georgia,Dekalb,30307,488000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,3,0,0,0,0,"Detached, Street",Crawl Space,2,None,1910,"Deck, Fenced Yard, Front Porch, Garden Area",1953,0,3/31/2015,10
1760,Indiana,Atlanta,Georgia,Dekalb,30307,487900,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,1,1,0,3,2,0,0,0,0,"1 Car Garage, Auto Garage Door, Detached, Parking Pad","Crawl Space, Exterior Entry",3,None,1910,"Deck, Fenced Yard, Garden Area, Out-Buildings, Patio",0,0,5/28/2015,3
480,Leonardo,Atlanta,Georgia,Dekalb,30307,487500,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,"2 Car Garage, Drive Under Main Level, Driveway","Interior Entry, Partial, Unfinished",1,None,1938,"Deck, Fenced Yard, Garden Area, Prof Landscaping",1761,0,6/8/2015,2
452,Euclid,Atlanta,Georgia,Dekalb,30307,486500,Lin,Inman,Grady,Candler Park,2 Stories,1,1,0,2,2,0,0,0,0,"1 Car Carport, Driveway","Crawl Space, Partial",0,None,1920,"Deck, Patio",2572,0,3/16/2015,120
1971,Mclendon,Atlanta,Georgia,Dekalb,30307,486020,Lin,Inman,Grady,Lake Claire,2 Stories,3,2,0,0,0,1,0,0,0,"1 Car Garage, Driveway",Crawl Space,1,None,1990,"Fenced Yard, Front Porch, Irrigation System, Outdoor Fireplace, Patio",2213,0,8/23/2013,53
1232,Mansfield,Atlanta,Georgia,Dekalb,30307,486000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,2,0,0,0,0,"Kitchen Level, Parking Pad, Side/Rear Entry",Crawl Space,1,None,1911,"Fenced Yard, Garden Area, Prof Landscaping, Patio",1477,0,6/25/2015,21
406,Callan,Atlanta,Georgia,Dekalb,30307,485000,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,1,1,0,2,1,0,0,0,0,"2 Car Carport, Detached, Driveway, Kitchen Level",Interior Entry,1,None,1930,"Front Porch, Prof Landscaping",2150,0,6/22/2012,61
2066,PALIFOX,Atlanta,Georgia,Dekalb,30307,485000,Lin,Inman,Grady,LAKE CLAIRE,1 & 1/2 Stories,1,1,0,2,1,0,0,0,0,"Driveway, Kitchen Level","Interior Entry, Partial",1,None,1935,"1-2 Step Entry, Fenced Yard, Out-Buildings, Patio, Prof Landscaping, Other",1604,0,4/7/2015,14
1374,Miller,Atlanta,Georgia,Dekalb,30307,482500,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,2,0,0,0,0,"Driveway, Parking Pad",Crawl Space,3,None,1925,"Deck, Fenced Yard, Front Porch, Garden Area, Patio",1587,0,10/30/2014,91
268,Connecticut,Atlanta,Georgia,Dekalb,30307,482500,Lin,Inman,Grady,Lake Claire Candler Park,2 Stories,1,1,0,2,1,1,0,0,0,"Driveway, Parking Pad, Street, 1-2 Step Entry",Crawl Space,3,None,1910,"Deck, Fenced Yard, Front Porch, Garden Area, Out-Buildings, 1-2 Step Entry",1951,0,10/14/2015,10
491,Clifton,Atlanta,Georgia,Dekalb,30307,480000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,Parking Pad,Interior Entry,1,None,1935,"Front Porch, Patio",1934,,2/14/2014,19
2026,Palifox,Atlanta,Georgia,Dekalb,30307,480000,Lin,Inman,Grady,Lake Claire,1 & 1/2 Stories,0,0,0,2,1,0,1,1,0,"1 Car Garage, Detached","Bath, Daylight, Driveway Access, Exterior Entry, Finished, Interior Entry",1,None,1935,"1-2 Step Entry, Deck, Fenced Yard, Front Porch, Garden Area, Patio, Prof Landscaping",1983,0,4/28/2014,5
492,Hardendorf,Atlanta,Georgia,Dekalb,30307,480000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,1 Car Garage,"Interior Entry, Partial, Unfinished",1,In Ground,1935,"Fenced Yard, Garden Area, Patio, Prof Landscaping",1805,0,5/4/2015,12
556,Clifton,Atlanta,Georgia,Dekalb,30307,480000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,1,0,0,0,1,"Driveway, Street","Exterior Entry, Partial, Unfinished",2,None,1924,"Fenced Yard, Front Porch, 1-2 Step Entry",1766,0,6/13/2016,5
365,Clifton,Atlanta,Georgia,Dekalb,30307,479900,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,3,0,0,0,0,"Detached, Driveway",Crawl Space,2,None,1930,"Deck, Fenced Yard, Front Porch, Garden Area, Out-Buildings",1845,0,3/16/2015,57
1672,Dekalb,Atlanta,Georgia,Dekalb,30307,479900,Lin,Inman,Grady,Views at Clifton,,1,1,0,1,1,1,1,1,0,2 Car Garage,,0,,2015,"Deck, Irrigation System, Prof Landscaping, Other",2025,165,7/19/2016,23
516,Clifton,Atlanta,Georgia,Dekalb,30307,479000,Lin,Inman,Grady,Candler Park,2 Stories,1,1,0,3,2,0,0,0,0,"Driveway, Side/Rear Entry",Crawl Space,1,None,1920,"Deck, Fenced Yard, Front Porch, Garden Area",0,0,7/20/2012,3
269,Casson,Atlanta,Georgia,Dekalb,30307,478000,Lin,Inman,Grady,Lake Claire,2 Stories,4,1,0,1,2,0,0,0,0,Parking Pad,Crawl Space,1,None,1910,"Deck, Fenced Yard, Front Porch, Garden Area, Out-Buildings",2321,0,12/28/2012,7
354,Clifton,Atlanta,Georgia,Dekalb,30307,477500,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,1,1,0,2,2,0,0,0,0,"Driveway, Side/Rear Entry",Crawl Space,1,None,1928,"Deck, Fenced Yard, Front Porch, Garden Area, Patio",2048,0,8/13/2012,12
